Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age Number,Age Unit,Grouped Sex upon Outcome
A752298,Maddie,2017-08-15 14:13:00,Aug 2017,2009-06-20,Adoption,Cat,Spayed Female,2978,Domestic Medium Hair Mix,Torbie,8,365.0,Fixed
A664356,Azul,2013-10-03 16:37:00,Oct 2013,2013-03-03,Transfer,Dog,Intact Male,214,Pit Bull Mix,Blue/White,7,30.0,Intact
A817406,Janice,2020-05-27 12:06:00,May 2020,2016-05-15,Return to Owner,Dog,Spayed Female,1473,Labrador Retriever/Pit Bull,Tan/White,4,365.0,Fixed
A702402,*Tic,2015-07-08 08:55:00,Jul 2015,2015-04-06,Adoption,Cat,Neutered Male,93,Domestic Shorthair Mix,Orange Tabby/White,3,30.0,Fixed
A789594,Morena,2019-02-26 19:33:00,Feb 2019,2015-02-24,Adoption,Dog,Spayed Female,1463,Chihuahua Longhair Mix,Brown/Black,4,365.0,Fixed
A711356,J.D.,2015-09-11 13:50:00,Sep 2015,2009-09-05,Transfer,Dog,Neutered Male,2197,Labrador Retriever Mix,Chocolate,6,365.0,Fixed
A729769,*Gracie,2016-07-03 13:52:00,Jul 2016,2015-06-23,Adoption,Cat,Spayed Female,376,Domestic Medium Hair Mix,Calico,1,365.0,Fixed
A671609,Wilson,2015-07-02 11:04:00,Jul 2015,2013-01-28,Transfer,Dog,Neutered Male,885,Labrador Retriever,Tan/White,2,365.0,Fixed
A671789,Sam,2014-02-03 16:48:00,Feb 2014,2012-01-30,Adoption,Dog,Intact Male,735,Miniature Poodle/Miniature Schnauzer,Buff,2,365.0,Intact
A730774,*Noodles,2016-07-16 19:03:00,Jul 2016,2016-01-10,Adoption,Dog,Neutered Male,188,Jack Russell Terrier Mix,Black,6,30.0,Fixed
A566568,Duck,2019-02-23 11:33:00,Feb 2019,2009-02-12,Adoption,Dog,Neutered Male,3663,Harrier Mix,Brown/Black,10,365.0,Fixed
A767611,Queen,2018-03-17 13:16:00,Mar 2018,2016-09-04,Return to Owner,Dog,Spayed Female,559,Pit Bull Mix,Blue/Brown Brindle,1,365.0,Fixed
A669647,Theodore,2014-01-03 14:36:00,Jan 2014,2012-12-24,Return to Owner,Dog,Intact Male,375,Australian Cattle Dog/Labrador Retriever,Tan/White,1,365.0,Intact
A827274,*Fizzle,2020-12-30 15:24:00,Dec 2020,2020-09-02,Transfer,Cat,Spayed Female,119,Domestic Shorthair Mix,Blue Tabby,3,30.0,Fixed
A799811,Angel,2019-10-22 08:21:00,Oct 2019,2012-07-12,Adoption,Dog,Spayed Female,2658,Chihuahua Shorthair,Cream,7,365.0,Fixed
A725432,Clark,2017-09-06 17:08:00,Sep 2017,2011-04-29,Return to Owner,Dog,Neutered Male,2322,Staffordshire/Boxer,Black/White,6,365.0,Fixed
A687011,Gigi,2014-09-04 17:58:00,Sep 2014,2013-12-30,Adoption,Dog,Spayed Female,248,Boston Terrier Mix,Black/White,8,30.0,Fixed
A742748,Elsie,2018-06-23 20:45:00,Jun 2018,2007-01-27,Adoption,Cat,Spayed Female,4165,Domestic Shorthair Mix,White/Black,11,365.0,Fixed
A671765,Negra,2014-07-06 15:58:00,Jul 2014,2013-01-30,Return to Owner,Dog,Spayed Female,522,Dachshund Wirehair Mix,Black/White,1,365.0,Fixed
A774643,Molly,2018-06-22 12:27:00,Jun 2018,2018-02-03,Transfer,Dog,Intact Female,139,Miniature Schnauzer Mix,Brown,4,30.0,Intact
A718679,Sam,2016-01-24 18:03:00,Jan 2016,2015-01-04,Adoption,Dog,Neutered Male,385,American Foxhound Mix,White/Black,1,365.0,Fixed
A746806,*Palmer,2017-04-13 17:12:00,Apr 2017,2016-04-09,Adoption,Dog,Neutered Male,369,Anatol Shepherd,Tan,1,365.0,Fixed
A793783,Spinner,2019-07-13 14:54:00,Jul 2019,2019-04-20,Adoption,Cat,Spayed Female,84,Domestic Shorthair Mix,Orange Tabby,2,30.0,Fixed
A692379,Maunster,2014-12-20 17:23:00,Dec 2014,2014-10-19,Adoption,Dog,Neutered Male,62,German Shepherd/Labrador Retriever,Tan,2,30.0,Fixed
A706720,Nikko,2015-07-24 17:19:00,Jul 2015,2011-07-02,Adoption,Dog,Neutered Male,1483,Miniature Schnauzer Mix,Tan/Gray,4,365.0,Fixed
A823496,*Rigatoni,2020-11-03 09:15:00,Nov 2020,2020-08-17,Adoption,Cat,Neutered Male,78,Domestic Medium Hair,Black/White,2,30.0,Fixed
A678591,Parker,2014-05-14 19:06:00,May 2014,2014-03-02,Adoption,Dog,Spayed Female,73,Cardigan Welsh Corgi Mix,Tricolor,2,30.0,Fixed
A735888,Coco,2016-10-01 17:26:00,Oct 2016,2014-10-01,Return to Owner,Dog,Intact Female,731,Chihuahua Shorthair Mix,Black/Brown,2,365.0,Intact
A669875,Daisy,2013-12-30 14:06:00,Dec 2013,2008-12-29,Return to Owner,Dog,Spayed Female,1827,Lhasa Apso Mix,Black,5,365.0,Fixed
A803732,*Ginny,2019-09-14 12:03:00,Sep 2019,2019-05-11,Adoption,Dog,Spayed Female,126,Boxer,Brown/White,4,30.0,Fixed
A635766,Shadow,2014-01-07 11:19:00,Jan 2014,2012-06-27,Return to Owner,Dog,Neutered Male,559,Pit Bull/Boxer,Chocolate/White,1,365.0,Fixed
A772493,Molly,2018-05-21 19:18:00,May 2018,2016-05-20,Return to Owner,Dog,Spayed Female,731,German Shepherd Mix,Tan/Black,2,365.0,Fixed
A736505,Tommy,2016-11-20 17:44:00,Nov 2016,2016-09-19,Adoption,Cat,Neutered Male,62,Domestic Shorthair Mix,Brown Tabby,2,30.0,Fixed
A819006,Little Girl,2020-08-11 17:05:00,Aug 2020,2018-03-19,Adoption,Cat,Spayed Female,876,Domestic Longhair,White,2,365.0,Fixed
A754796,*Guppy,2017-09-30 09:51:00,Sep 2017,2017-06-30,Adoption,Cat,Spayed Female,92,Domestic Shorthair Mix,Brown Tabby/White,3,30.0,Fixed
A717893,Rasgo,2015-12-18 18:13:00,Dec 2015,2015-08-18,Adoption,Dog,Neutered Male,122,Havanese Mix,Apricot,4,30.0,Fixed
A810461,Chance,2019-12-23 18:25:00,Dec 2019,2017-12-14,Adoption,Dog,Neutered Male,739,Pit Bull,Black,2,365.0,Fixed
A714226,Lars,2015-10-26 00:00:00,Oct 2015,2008-10-24,Transfer,Dog,Intact Male,2558,Yorkshire Terrier Mix,Black/Brown,7,365.0,Intact
A787336,*Genevieve,2019-03-25 18:19:00,Mar 2019,2017-01-11,Adoption,Dog,Spayed Female,803,Pit Bull Mix,Blue/White,2,365.0,Fixed
A816306,*Jelly Bean,2020-06-17 13:23:00,Jun 2020,2020-04-12,Adoption,Cat,Neutered Male,66,Domestic Shorthair,Black,2,30.0,Fixed
A787658,*Fergus,2019-03-11 00:00:00,Mar 2019,2017-01-17,Transfer,Cat,Neutered Male,783,Domestic Shorthair Mix,Black,2,365.0,Fixed
A674631,*Claude,2014-04-19 17:33:00,Apr 2014,2011-03-16,Adoption,Dog,Neutered Male,1130,American Bulldog Mix,White/Tan,3,365.0,Fixed
A800445,Mini,2019-07-22 18:47:00,Jul 2019,2013-06-05,Return to Owner,Dog,Spayed Female,2238,Chihuahua Shorthair Mix,Tan/White,6,365.0,Fixed
A749133,*Cowboy,2020-08-01 08:12:00,Aug 2020,2017-04-05,Adoption,Cat,Spayed Female,1214,Domestic Shorthair Mix,White/Black,3,365.0,Fixed
A681907,Tortilla,2014-06-28 18:52:00,Jun 2014,2014-04-21,Adoption,Cat,Intact Female,68,Siamese Mix,Tortie Point,2,30.0,Intact
A678341,Bear,2014-05-26 15:53:00,May 2014,2012-05-07,Return to Owner,Dog,Neutered Male,749,Golden Retriever/Chow Chow,Tan,2,365.0,Fixed
A795431,*Maggie,2019-05-29 14:25:00,May 2019,2011-05-20,Transfer,Dog,Intact Female,2931,Wire Hair Fox Terrier Mix,Tricolor,8,365.0,Intact
A696806,*Davis,2015-02-17 19:02:00,Feb 2015,2014-06-12,Adoption,Dog,Neutered Male,250,Dachshund Mix,Brown/White,8,30.0,Fixed
A808052,*Oreo,2019-12-03 16:46:00,Dec 2019,2019-08-19,Adoption,Cat,Spayed Female,106,Domestic Shorthair,Black/White,3,30.0,Fixed
A795140,Roo,2019-05-23 17:39:00,May 2019,2017-05-16,Adoption,Dog,Neutered Male,737,Australian Cattle Dog Mix,Blue Tick,2,365.0,Fixed
A836159,*Morgan,2021-06-30 14:41:00,Jun 2021,2019-12-07,Adoption,Dog,Spayed Female,571,Australian Cattle Dog,Blue Tick,1,365.0,Fixed
A823494,*Macaroni,2020-11-03 09:13:00,Nov 2020,2020-08-17,Adoption,Cat,Spayed Female,78,Domestic Shorthair,Brown Tabby/White,2,30.0,Fixed
A765588,*Clarke,2018-01-24 10:12:00,Jan 2018,2017-12-15,Transfer,Dog,Intact Female,40,Chihuahua Shorthair Mix,Brown,1,30.0,Intact
A760496,*Marco Polo,2017-12-30 15:44:00,Dec 2017,2017-08-19,Adoption,Cat,Neutered Male,133,Domestic Shorthair Mix,Brown Tabby/White,4,30.0,Fixed
A736523,*Clementina,2016-11-03 12:35:00,Nov 2016,2015-10-12,Adoption,Cat,Spayed Female,388,Domestic Shorthair Mix,Black,1,365.0,Fixed
A706159,Junebug,2015-07-31 14:01:00,Jul 2015,2014-06-25,Adoption,Dog,Intact Female,401,Border Collie/Whippet,Black/White,1,365.0,Intact
A811845,L.S,2020-01-22 13:53:00,Jan 2020,2005-01-10,Rto-Adopt,Cat,Spayed Female,5490,Domestic Shorthair Mix,Black,15,365.0,Fixed
A830628,Buck,2021-03-14 16:15:00,Mar 2021,2018-03-12,Return to Owner,Dog,Intact Male,1098,German Shepherd,Tan/Black,3,365.0,Intact
A757498,*Sergeant,2017-09-11 14:16:00,Sep 2017,2011-09-03,Adoption,Dog,Neutered Male,2200,German Shepherd Mix,Black/Brown,6,365.0,Fixed
A834933,*Salsa,2021-05-30 13:01:00,May 2021,2021-03-20,Euthanasia,Cat,Intact Female,71,Domestic Shorthair Mix,Brown Tabby,2,30.0,Intact
A749348,*Toby,2017-07-12 09:48:00,Jul 2017,2017-05-04,Adoption,Cat,Neutered Male,69,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A796292,Duchess,2019-06-10 18:59:00,Jun 2019,2014-05-31,Return to Owner,Dog,Spayed Female,1836,Chihuahua Shorthair,Brown,5,365.0,Fixed
A690543,*Scarlet,2017-01-05 19:25:00,Jan 2017,2013-10-22,Return to Owner,Dog,Spayed Female,1171,Pit Bull Mix,Chocolate/White,3,365.0,Fixed
A799980,Chikis,2019-07-23 17:24:00,Jul 2019,2013-05-15,Transfer,Dog,Spayed Female,2260,Chihuahua Shorthair Mix,Black/White,6,365.0,Fixed
A704278,Candy,2015-06-07 18:37:00,Jun 2015,2013-06-03,Adoption,Dog,Spayed Female,734,Chihuahua Shorthair Mix,Red/White,2,365.0,Fixed
A665095,Paddy,2013-10-18 13:23:00,Oct 2013,2009-10-17,Transfer,Dog,Neutered Male,1462,Dachshund Mix,Red/Buff,4,365.0,Fixed
A612006,Dusty,2014-09-12 15:56:00,Sep 2014,2002-10-15,Return to Owner,Dog,Intact Male,4350,Chow Chow Mix,Tan,11,365.0,Intact
A774090,Stanley,2018-06-21 15:18:00,Jun 2018,2013-06-10,Adoption,Dog,Neutered Male,1837,Doberman Pinsch Mix,Black/Tan,5,365.0,Fixed
A790785,Bingo,2020-05-26 13:50:00,May 2020,2018-03-16,Adoption,Dog,Neutered Male,802,German Shepherd Mix,Black/Brown,2,365.0,Fixed
A678083,*Aspen,2014-07-12 15:57:00,Jul 2014,2014-04-03,Adoption,Cat,Neutered Male,100,Domestic Shorthair Mix,Orange Tabby,3,30.0,Fixed
A639030,Cate,2014-06-15 13:18:00,Jun 2014,2005-10-08,Return to Owner,Dog,Spayed Female,3172,German Shepherd Mix,Tan,8,365.0,Fixed
A812889,Tutti,2020-02-01 13:23:00,Feb 2020,2019-10-15,Adoption,Cat,Intact Female,109,Domestic Longhair,Black/White,3,30.0,Intact
A794634,Diamond,2019-07-11 16:09:00,Jul 2019,2019-04-10,Adoption,Cat,Spayed Female,92,Siamese,Lynx Point,3,30.0,Fixed
A703672,*Chillon,2016-04-13 00:00:00,Apr 2016,2015-04-01,Transfer,Cat,Neutered Male,378,Domestic Shorthair Mix,Brown Tabby,1,365.0,Fixed
A715807,*Franz,2016-01-15 16:59:00,Jan 2016,2015-08-10,Adoption,Cat,Neutered Male,158,Domestic Shorthair Mix,Black,5,30.0,Fixed
A827315,Atticus,2021-01-27 13:11:00,Jan 2021,2011-12-18,Adoption,Dog,Neutered Male,3328,Labrador Retriever,Chocolate,9,365.0,Fixed
A805212,Turtle,2019-10-22 17:19:00,Oct 2019,2018-11-24,Adoption,Cat,Spayed Female,332,Domestic Shorthair,Tortie,10,30.0,Fixed
A737367,*Charlie,2016-10-31 18:50:00,Oct 2016,2015-10-26,Adoption,Dog,Neutered Male,371,Chihuahua Shorthair Mix,Tricolor,1,365.0,Fixed
A749609,*Emmy Lou,2017-07-21 10:12:00,Jul 2017,2017-05-16,Adoption,Dog,Spayed Female,66,Labrador Retriever Mix,Black/Brown,2,30.0,Fixed
A801848,*Kit,2019-09-26 19:07:00,Sep 2019,2019-07-10,Adoption,Cat,Spayed Female,78,Domestic Shorthair,Orange Tabby,2,30.0,Fixed
A650142,Koda,2014-01-22 17:00:00,Jan 2014,2011-03-24,Return to Owner,Dog,Neutered Male,1035,Chow Chow Mix,Brown/White,2,365.0,Fixed
A832511,*Theodosia,2021-05-25 12:13:00,May 2021,2019-04-14,Adoption,Cat,Spayed Female,772,Siamese Mix,Chocolate Point,2,365.0,Fixed
A754540,*Lily,2017-12-20 07:31:00,Dec 2017,2010-09-18,Adoption,Dog,Spayed Female,2650,Labrador Retriever Mix,Yellow,7,365.0,Fixed
A735484,Homie,2016-11-19 16:18:00,Nov 2016,2015-09-24,Adoption,Dog,Neutered Male,422,Labrador Retriever/Australian Kelpie,Chocolate/White,1,365.0,Fixed
A763291,Bluebell,2017-12-13 16:40:00,Dec 2017,2016-12-06,Adoption,Dog,Spayed Female,372,American Staffordshire Terrier Mix,Brown Brindle/White,1,365.0,Fixed
A793667,Lucas,2019-05-03 11:34:00,May 2019,2017-04-28,Return to Owner,Dog,Neutered Male,735,Miniature Poodle Mix,White,2,365.0,Fixed
A747283,Charlie,2017-04-22 17:45:00,Apr 2017,2015-04-17,Adoption,Dog,Neutered Male,736,Chihuahua Shorthair Mix,Tan/White,2,365.0,Fixed
A709676,*Wendall,2015-08-19 15:45:00,Aug 2015,2014-08-12,Adoption,Dog,Neutered Male,372,Miniature Pinscher Mix,Chocolate/Tan,1,365.0,Fixed
A695365,Monster,2015-01-17 17:31:00,Jan 2015,2014-01-14,Return to Owner,Dog,Neutered Male,368,Chihuahua Shorthair,Tan/Black,1,365.0,Fixed
A692259,*Simon,2014-12-06 17:02:00,Dec 2014,2002-11-17,Adoption,Dog,Neutered Male,4402,Miniature Schnauzer Mix,Black/Brown Brindle,12,365.0,Fixed
A741704,Samson,2017-01-07 12:04:00,Jan 2017,2015-01-06,Return to Owner,Dog,Intact Male,732,Golden Retriever Mix,Yellow,2,365.0,Intact
A844646,Negro,2021-10-19 12:18:00,Oct 2021,2018-10-19,Return to Owner,Dog,Intact Male,1096,Great Dane,Black/White,3,365.0,Intact
A665319,Oberon,2013-10-22 17:09:00,Oct 2013,2012-10-16,Adoption,Dog,Neutered Male,371,Anatol Shepherd Mix,Tan/White,1,365.0,Fixed
A678167,Leah,2014-05-12 14:38:00,May 2014,2013-05-05,Transfer,Dog,Spayed Female,372,German Shepherd Mix,Black/Tan,1,365.0,Fixed
A785672,Simba,2019-02-09 18:20:00,Feb 2019,2018-02-07,Adoption,Dog,Neutered Male,367,Boxer Mix,Brown/White,1,365.0,Fixed
A668128,Bonnie,2013-12-21 18:42:00,Dec 2013,2011-11-27,Adoption,Dog,Spayed Female,755,Pit Bull Mix,Blue/White,2,365.0,Fixed
A668325,Beau,2013-12-06 13:55:00,Dec 2013,2013-08-02,Transfer,Dog,Intact Male,126,Greyhound,Tan/White,4,30.0,Intact
A840119,*Josie,2021-08-16 17:38:00,Aug 2021,2019-08-02,Adoption,Dog,Spayed Female,745,German Shepherd Mix,Black/Brown,2,365.0,Fixed
A692842,Caramel,2014-12-04 12:33:00,Dec 2014,2014-04-26,Transfer,Cat,Spayed Female,222,Domestic Shorthair Mix,Orange Tabby,7,30.0,Fixed
A817291,*Sunny,2020-08-08 08:43:00,Aug 2020,2020-04-19,Adoption,Cat,Spayed Female,111,Domestic Shorthair,Brown Tabby,3,30.0,Fixed
A778049,*Davey,2018-08-18 14:46:00,Aug 2018,2018-02-07,Adoption,Cat,Neutered Male,192,Domestic Shorthair Mix,Brown Tabby,6,30.0,Fixed
A777801,Nino,2018-08-07 00:00:00,Aug 2018,2013-08-03,Transfer,Dog,Intact Male,1830,Chihuahua Longhair Mix,Brown,5,365.0,Intact
A808826,Coco,2019-11-18 18:34:00,Nov 2019,2019-08-14,Adoption,Dog,Neutered Male,96,Collie Smooth Mix,Tricolor,3,30.0,Fixed
A731795,Negro,2016-08-06 21:42:00,Aug 2016,2015-11-15,Return to Owner,Dog,Intact Male,265,Doberman Pinsch,Black/Tan,8,30.0,Intact
A705519,Sheos,2015-06-20 14:39:00,Jun 2015,2014-06-18,Return to Owner,Dog,Neutered Male,367,German Shepherd/Chow Chow,Brown/Tan,1,365.0,Fixed
A645112,Sherlock,2016-10-27 15:24:00,Oct 2016,2003-01-03,Transfer,Cat,Neutered Male,5046,Domestic Shorthair Mix,Silver Tabby,13,365.0,Fixed
A843687,A843687,2021-10-12 17:49:00,Oct 2021,2021-07-05,Adoption,Cat,Neutered Male,99,Domestic Shorthair,Gray Tabby,3,30.0,Fixed
A715038,*Melvin,2015-11-09 12:38:00,Nov 2015,2008-10-31,Transfer,Dog,Intact Male,2565,Rat Terrier Mix,White/Black,7,365.0,Intact
A805358,Ashanti,2019-09-27 17:44:00,Sep 2019,2019-07-10,Adoption,Cat,Spayed Female,79,Domestic Shorthair,Calico,2,30.0,Fixed
A489503,Dezi,2014-09-21 16:26:00,Sep 2014,2007-05-15,Euthanasia,Cat,Spayed Female,2686,Domestic Shorthair Mix,White/Brown Tabby,7,365.0,Fixed
A715052,Freddie,2015-11-14 14:40:00,Nov 2015,2013-10-30,Return to Owner,Dog,Neutered Male,745,Chihuahua Shorthair Mix,Tan/White,2,365.0,Fixed
A790748,Buzz,2020-05-08 10:43:00,May 2020,2018-03-15,Adoption,Dog,Neutered Male,785,Labrador Retriever Mix,Black,2,365.0,Fixed
A709539,Athena,2015-09-08 17:54:00,Sep 2015,2011-08-10,Adoption,Dog,Spayed Female,1490,Rottweiler,Tricolor,4,365.0,Fixed
A750906,Keena,2017-06-08 17:19:00,Jun 2017,2009-06-06,Return to Owner,Dog,Spayed Female,2924,Pit Bull Mix,Brown,8,365.0,Fixed
A665156,Baby Elic,2013-10-19 17:07:00,Oct 2013,2012-12-14,Adoption,Dog,Spayed Female,309,Border Collie Mix,White/Black,10,30.0,Fixed
A721715,Shadow,2016-03-13 19:11:00,Mar 2016,2015-03-02,Adoption,Dog,Neutered Male,377,German Shepherd Mix,Sable,1,365.0,Fixed
A677835,*Suzette,2014-07-12 11:41:00,Jul 2014,2013-04-29,Adoption,Cat,Spayed Female,439,Domestic Shorthair Mix,Torbie,1,365.0,Fixed
A800416,*Pup,2019-08-06 13:41:00,Aug 2019,2019-01-20,Adoption,Dog,Neutered Male,198,Labrador Retriever/Pit Bull,Red/White,6,30.0,Fixed
A749460,*Sweetheart,2017-07-17 16:35:00,Jul 2017,2015-11-15,Adoption,Cat,Spayed Female,610,Domestic Medium Hair Mix,Blue/White,1,365.0,Fixed
A694967,Jewels,2019-08-09 12:12:00,Aug 2019,2011-01-07,Return to Owner,Dog,Spayed Female,3136,Siberian Husky Mix,Sable/Cream,8,365.0,Fixed
A817618,Pepper,2020-06-24 10:19:00,Jun 2020,2020-04-13,Adoption,Cat,Spayed Female,72,Domestic Shorthair,Blue/White,2,30.0,Fixed
A782816,Prudence,2018-10-21 18:33:00,Oct 2018,2014-03-21,Transfer,Dog,Intact Female,1675,Boxer Mix,Brown/White,4,365.0,Intact
A680131,Beaux,2014-05-30 14:32:00,May 2014,2010-05-30,Return to Owner,Dog,Neutered Male,1461,Labrador Retriever Mix,Black,4,365.0,Fixed
A756321,*Cardamom,2017-08-25 16:54:00,Aug 2017,2014-08-17,Adoption,Dog,Spayed Female,1104,Labrador Retriever Mix,Brown,3,365.0,Fixed
A738283,Arwen,2016-11-20 19:12:00,Nov 2016,2015-11-12,Return to Owner,Dog,Spayed Female,374,Pit Bull Mix,Black Brindle/White,1,365.0,Fixed
A691180,*Samson,2014-11-09 14:36:00,Nov 2014,2010-10-31,Transfer,Dog,Intact Male,1470,Pit Bull Mix,Black/White,4,365.0,Intact
A702260,Bella,2015-05-12 17:51:00,May 2015,2011-05-11,Transfer,Other,Intact Female,1462,Guinea Pig Mix,Brown/Orange,4,365.0,Intact
A685214,Truffles,2014-08-26 17:22:00,Aug 2014,2014-06-27,Adoption,Cat,Spayed Female,60,Domestic Medium Hair Mix,Calico,1,30.0,Fixed
A664941,Tequila,2017-05-29 16:04:00,May 2017,2009-10-11,Adoption,Dog,Spayed Female,2787,Pit Bull Mix,Red/White,7,365.0,Fixed
A785924,*Peaches,2019-01-29 12:06:00,Jan 2019,2017-12-12,Transfer,Dog,Intact Female,413,Pit Bull Mix,Fawn/White,1,365.0,Intact
A755439,*Jasper,2017-09-15 15:14:00,Sep 2017,2017-07-21,Adoption,Cat,Neutered Male,56,Domestic Shorthair Mix,Brown Tabby/White,1,30.0,Fixed
A793848,Deanna,2019-05-02 18:02:00,May 2019,2017-05-01,Return to Owner,Dog,Intact Female,731,Chow Chow Mix,Brown,2,365.0,Intact
A777109,Bacon,2018-08-18 09:19:00,Aug 2018,2017-06-23,Adoption,Cat,Neutered Male,421,Domestic Shorthair Mix,Brown Tabby,1,365.0,Fixed
A707788,*Max,2015-08-23 16:29:00,Aug 2015,2014-11-21,Adoption,Dog,Neutered Male,275,Labrador Retriever Mix,Red/White,9,30.0,Fixed
A794777,Rajah,2021-08-22 14:47:00,Aug 2021,2017-05-12,Transfer,Dog,Neutered Male,1563,Australian Kelpie Mix,Black Brindle,4,365.0,Fixed
A734403,Jorgie,2016-10-22 12:31:00,Oct 2016,2016-08-12,Adoption,Cat,Intact Male,71,Domestic Shorthair Mix,Blue Tabby/White,2,30.0,Intact
A687373,Bueller,2014-09-06 18:35:00,Sep 2014,2010-09-04,Adoption,Dog,Neutered Male,1463,Chihuahua Shorthair Mix,Brown/Black,4,365.0,Fixed
A778716,Anastasia,2018-11-24 18:55:00,Nov 2018,2018-07-17,Adoption,Cat,Spayed Female,130,Domestic Shorthair Mix,Brown Tabby,4,30.0,Fixed
A700469,King,2015-04-21 17:52:00,Apr 2015,2013-04-14,Return to Owner,Dog,Intact Male,737,American Staffordshire Terrier Mix,Blue/White,2,365.0,Intact
A803559,*Lima Bean,2020-01-02 12:13:00,Jan 2020,2011-09-03,Adoption,Dog,Spayed Female,3043,Labrador Retriever/Border Collie,Black/White,8,365.0,Fixed
A740606,Gachupin,2016-12-20 15:35:00,Dec 2016,2016-04-20,Died,Dog,Intact Male,244,Chihuahua Shorthair Mix,Red/White,8,30.0,Intact
A682183,Roger Roger,2015-04-13 16:01:00,Apr 2015,2012-06-25,Transfer,Dog,Neutered Male,1022,Pit Bull Mix,Blue/White,2,365.0,Fixed
A678485,Money,2014-05-09 16:16:00,May 2014,2000-05-09,Euthanasia,Dog,Intact Male,5113,Pit Bull Mix,Brown Brindle,14,365.0,Intact
A697245,Toto,2015-02-20 19:10:00,Feb 2015,2012-02-20,Return to Owner,Dog,Intact Male,1096,Miniature Poodle/Bichon Frise,White/White,3,365.0,Intact
A742676,Gorda,2017-02-05 15:59:00,Feb 2017,2016-01-31,Return to Owner,Dog,Spayed Female,371,Basset Hound Mix,White/Tan,1,365.0,Fixed
A806621,*Boo,2019-10-22 15:17:00,Oct 2019,2019-07-13,Transfer,Cat,Intact Male,101,Domestic Shorthair Mix,Black,3,30.0,Intact
A775399,Bean Sprout,2018-07-07 17:03:00,Jul 2018,2018-03-29,Adoption,Cat,Spayed Female,100,Domestic Shorthair Mix,Brown Tabby,3,30.0,Fixed
A688196,Max,2014-09-16 12:20:00,Sep 2014,2005-09-16,Euthanasia,Dog,Neutered Male,3287,Jack Russell Terrier Mix,Chocolate/White,9,365.0,Fixed
A778316,Blair,2018-08-16 11:40:00,Aug 2018,2018-06-01,Adoption,Dog,Intact Female,76,Australian Shepherd Mix,Tricolor/White,2,30.0,Intact
A688334,Chiquita,2014-09-25 17:53:00,Sep 2014,2012-03-18,Adoption,Dog,Spayed Female,921,Chihuahua Shorthair Mix,Sable/Black,2,365.0,Fixed
A685023,Herbie,2014-08-04 20:02:00,Aug 2014,1999-08-01,Adoption,Dog,Intact Male,5482,Chihuahua Shorthair Mix,Tan,15,365.0,Intact
A796408,*Elmer,2019-06-08 16:37:00,Jun 2019,2019-04-22,Died,Cat,Intact Male,47,Domestic Shorthair,Blue,1,30.0,Intact
A840151,Cara,2021-08-25 17:02:00,Aug 2021,2019-08-03,Return to Owner,Dog,Spayed Female,753,Labrador Retriever Mix,Brown/Black,2,365.0,Fixed
A803247,*Moxie,2019-09-02 17:12:00,Sep 2019,2010-08-29,Transfer,Dog,Intact Female,3291,Chihuahua Shorthair,Black/White,9,365.0,Intact
A717665,Rocky,2019-07-03 08:31:00,Jul 2019,2007-12-12,Adoption,Dog,Neutered Male,4221,Boxer/Chinese Sharpei,Brown Brindle/Black,11,365.0,Fixed
A474506,Amaya,2021-06-29 08:26:00,Jun 2021,2006-06-07,Adoption,Dog,Spayed Female,5501,Pit Bull/German Shepherd,Tan,15,365.0,Fixed
A722917,*Brook,2016-09-30 12:51:00,Sep 2016,2014-03-24,Adoption,Dog,Spayed Female,921,Labrador Retriever Mix,Black/White,2,365.0,Fixed
A738584,*Lydia,2016-12-04 17:10:00,Dec 2016,2016-05-17,Adoption,Cat,Spayed Female,201,Domestic Shorthair Mix,Black/White,6,30.0,Fixed
A713610,Poppi,2015-10-16 00:00:00,Oct 2015,2014-07-09,Transfer,Dog,Spayed Female,464,Labrador Retriever/Border Collie,Black/White,1,365.0,Fixed
A731663,*Onyx,2016-09-14 14:13:00,Sep 2016,2016-06-29,Adoption,Cat,Spayed Female,77,Domestic Shorthair Mix,Black,2,30.0,Fixed
A775647,*Gigi,2018-09-11 13:03:00,Sep 2018,2018-07-02,Adoption,Dog,Spayed Female,71,Cairn Terrier Mix,Tan,2,30.0,Fixed
A723585,*Pee Wee,2016-09-30 13:16:00,Sep 2016,2016-02-19,Adoption,Cat,Neutered Male,224,Domestic Shorthair Mix,Black,7,30.0,Fixed
A648168,Rusty,2016-02-04 15:00:00,Feb 2016,2006-03-23,Adoption,Dog,Neutered Male,3605,Chihuahua Shorthair Mix,Tan,9,365.0,Fixed
A701643,*Chip,2015-09-28 15:03:00,Sep 2015,2015-03-04,Transfer,Cat,Neutered Male,208,Domestic Shorthair Mix,Brown Tabby,6,30.0,Fixed
A691198,Peach,2014-11-23 15:19:00,Nov 2014,2014-01-31,Adoption,Dog,Spayed Female,296,Labrador Retriever Mix,Black/White,9,30.0,Fixed
A747831,Buford,2018-01-25 18:24:00,Jan 2018,2009-04-25,Return to Owner,Dog,Intact Male,3197,Labrador Retriever Mix,Chocolate,8,365.0,Intact
